Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK1821,TS559_Genomic_Sequence.seq,1629233,1630204,+,972,0,0,1,0,1,0,0,0,1,0,0
TK1822,TS559_Genomic_Sequence.seq,1630283,1631557,+,1275,0,0,1,6,3,2,1,0,2,0,0
TK1823,TS559_Genomic_Sequence.seq,1631541,1631741,+,201,0,0,0,0,1,0,0,0,0,0,0
TK1824,TS559_Genomic_Sequence.seq,1631742,1632485,-,744,0,0,0,0,1,0,0,0,1,0,0
TK1825,TS559_Genomic_Sequence.seq,1632618,1633223,+,606,0,0,1,1,0,0,0,0,0,0,0
TK1826,TS559_Genomic_Sequence.seq,1633228,1633530,+,303,1,0,0,0,0,0,1,0,0,0,0
TK1827,TS559_Genomic_Sequence.seq,1633533,1634771,-,1239,1,0,6,2,4,1,2,1,4,0,0
TK1828,TS559_Genomic_Sequence.seq,1634860,1635840,+,981,0,0,0,0,3,0,2,0,1,0,0
TK1829,TS559_Genomic_Sequence.seq,1635820,1637157,-,1338,0,0,2,0,2,4,0,0,3,0,0
TK1830,TS559_Genomic_Sequence.seq,1637154,1638239,-,1086,2,2,8,1,4,9,0,3,2,0,1
TK1831,TS559_Genomic_Sequence.seq,1638236,1639288,-,1053,2,1,19,6,20,4,4,1,3,0,0
TK1832,TS559_Genomic_Sequence.seq,1639421,1640041,-,621,0,0,0,1,1,0,0,0,0,0,0
TK1833,TS559_Genomic_Sequence.seq,1640065,1642029,-,1965,0,2,1,10,8,0,0,2,2,1,0
TK1834,TS559_Genomic_Sequence.seq,1642196,1642522,+,327,0,0,2,1,3,0,0,0,2,0,0
TK1835,TS559_Genomic_Sequence.seq,1642519,1643139,-,621,1,1,1,1,2,0,1,1,0,0,0
TK1836,TS559_Genomic_Sequence.seq,1643201,1644316,+,1116,0,1,1,12,4,0,1,0,3,0,0
TK1837,TS559_Genomic_Sequence.seq,1644326,1644679,+,354,0,1,1,2,2,2,1,0,1,0,1
TK1838,TS559_Genomic_Sequence.seq,1644914,1646233,+,1320,0,0,0,0,0,1,0,0,0,0,0
TK1839,TS559_Genomic_Sequence.seq,1646230,1649562,-,3333,3,1,8,19,23,5,0,0,9,1,0
TK1840,TS559_Genomic_Sequence.seq,1649676,1651175,-,1500,1,4,3,43,17,1,15,3,11,0,0
TK1841,TS559_Genomic_Sequence.seq,1651338,1651946,+,609,0,0,0,2,0,0,0,0,1,0,0
TK1842,TS559_Genomic_Sequence.seq,1651927,1653108,+,1182,0,0,1,6,1,0,2,2,5,1,0
TK1843,TS559_Genomic_Sequence.seq,1653160,1653996,+,837,0,0,0,0,4,0,1,0,4,0,0
TK1844,TS559_Genomic_Sequence.seq,1653986,1654411,-,426,0,0,0,0,1,0,0,0,0,0,0
TK1845,TS559_Genomic_Sequence.seq,1654408,1655727,-,1320,0,0,0,0,0,0,0,0,1,0,0
TK1846,TS559_Genomic_Sequence.seq,1655741,1656694,-,954,0,0,2,0,1,0,0,0,2,0,0
TK1847,TS559_Genomic_Sequence.seq,1656684,1657139,-,456,0,0,1,0,1,0,0,0,0,0,0
TK1848,TS559_Genomic_Sequence.seq,1657117,1657953,-,837,0,0,0,0,2,0,0,0,0,0,0
TK1849,TS559_Genomic_Sequence.seq,1658024,1658518,+,495,0,0,0,1,2,1,2,0,2,0,0
TK1850,TS559_Genomic_Sequence.seq,1658621,1659100,+,480,1,3,9,20,21,3,2,4,1,0,1
TK1851,TS559_Genomic_Sequence.seq,1659089,1660006,-,918,1,3,4,5,15,0,2,1,13,0,1
TK1852,TS559_Genomic_Sequence.seq,1660003,1661058,-,1056,1,1,2,9,12,1,5,0,9,0,1
TK1853,TS559_Genomic_Sequence.seq,1661069,1664665,-,3597,3,1,12,32,56,6,1,2,45,0,2
TK1854,TS559_Genomic_Sequence.seq,1664669,1665517,-,849,0,0,0,2,5,0,1,0,2,0,0
TK1855,TS559_Genomic_Sequence.seq,1665529,1666971,-,1443,3,0,5,11,15,3,4,2,8,0,0
TK1856,TS559_Genomic_Sequence.seq,1667065,1667397,+,333,0,0,0,0,0,0,0,0,0,0,0
TK1857,TS559_Genomic_Sequence.seq,1667354,1668427,+,1074,1,0,0,4,2,0,1,1,0,0,0
TK1858,TS559_Genomic_Sequence.seq,1668424,1670370,-,1947,0,0,0,1,1,0,0,0,2,0,0
TK1859,TS559_Genomic_Sequence.seq,1670339,1671019,-,681,0,0,0,0,3,0,0,0,0,0,1
TK1860,TS559_Genomic_Sequence.seq,1671196,1672446,-,1251,0,0,0,1,1,0,0,0,1,0,0
TK1861,TS559_Genomic_Sequence.seq,1672448,1673482,-,1035,0,0,0,0,0,0,0,0,2,0,0
TK1862,TS559_Genomic_Sequence.seq,1673482,1673712,-,231,0,0,0,0,0,0,0,0,0,0,0
TK1863,TS559_Genomic_Sequence.seq,1673931,1675028,+,1098,0,0,0,1,0,0,1,1,0,0,0
TK1864,TS559_Genomic_Sequence.seq,1675122,1676273,+,1152,0,0,0,0,0,0,1,0,0,0,0
TK1865,TS559_Genomic_Sequence.seq,1676304,1677119,+,816,0,0,0,0,0,0,1,0,0,0,1
TK1866,TS559_Genomic_Sequence.seq,1677116,1678036,+,921,0,0,0,0,0,0,0,0,0,0,0
TK1867,TS559_Genomic_Sequence.seq,1678023,1678853,+,831,0,0,0,0,0,0,0,0,0,0,0
TK1868,TS559_Genomic_Sequence.seq,1678850,1679611,+,762,0,0,0,0,0,0,0,0,0,0,0
TK1869,TS559_Genomic_Sequence.seq,1679608,1680213,+,606,0,0,0,0,0,0,0,0,0,0,0
TK1870,TS559_Genomic_Sequence.seq,1680223,1680816,+,594,0,0,0,0,0,0,0,0,1,0,0
TK1871,TS559_Genomic_Sequence.seq,1680911,1681300,+,390,0,0,0,0,1,1,0,0,0,0,0
TK1872,TS559_Genomic_Sequence.seq,1681301,1681978,-,678,0,0,2,0,1,2,2,0,3,0,0
TK1873,TS559_Genomic_Sequence.seq,1682051,1683907,-,1857,0,0,0,1,0,0,0,0,2,0,0
TK1874,TS559_Genomic_Sequence.seq,1684018,1685172,-,1155,0,1,7,6,6,0,1,0,3,1,0
TK1875,TS559_Genomic_Sequence.seq,1685352,1685528,+,177,0,0,1,1,3,1,1,0,2,1,0
TK1876,TS559_Genomic_Sequence.seq,1685572,1686414,+,843,0,0,0,2,2,0,2,1,4,0,0
TK1877,TS559_Genomic_Sequence.seq,1686415,1687782,-,1368,0,0,0,5,5,0,0,0,3,0,0
TK1878,TS559_Genomic_Sequence.seq,1687882,1688658,+,777,0,0,1,0,0,2,0,0,0,0,0
TK1879,TS559_Genomic_Sequence.seq,1688717,1689481,+,765,0,1,4,2,4,0,0,0,5,0,0
TK1880,TS559_Genomic_Sequence.seq,1689486,1690895,-,1410,3,2,10,23,23,4,6,1,16,0,2
TK1881,TS559_Genomic_Sequence.seq,1691082,1691663,+,582,0,0,0,1,0,0,1,0,1,0,0
TK1882,TS559_Genomic_Sequence.seq,1691667,1691972,+,306,0,0,0,2,0,0,0,0,1,0,0
TK1883,TS559_Genomic_Sequence.seq,1691982,1692539,+,558,0,1,0,3,1,1,0,0,0,0,1
TK1884,TS559_Genomic_Sequence.seq,1692727,1694112,+,1386,0,0,2,1,1,0,0,0,3,0,0
TK1885,TS559_Genomic_Sequence.seq,1694125,1694748,-,624,0,0,0,3,2,0,0,0,0,0,0
TK1886,TS559_Genomic_Sequence.seq,1694758,1696200,-,1443,0,0,1,8,7,0,1,1,1,0,0
TK1887,TS559_Genomic_Sequence.seq,1696290,1696628,+,339,0,0,1,1,1,2,0,0,1,0,0
TK1888,TS559_Genomic_Sequence.seq,1696602,1697600,-,999,0,1,2,1,0,1,0,0,2,0,0
TK1889,TS559_Genomic_Sequence.seq,1697633,1698058,-,426,0,0,0,1,1,0,0,0,0,0,0
TK1890,TS559_Genomic_Sequence.seq,1698105,1698647,-,543,0,0,0,1,0,0,0,0,1,0,0
TK1891,TS559_Genomic_Sequence.seq,1698693,1699967,-,1275,1,0,2,4,6,1,1,0,1,0,0
TK1892,TS559_Genomic_Sequence.seq,1700170,1702536,+,2367,1,0,1,0,3,3,1,0,12,0,0
TK1893,TS559_Genomic_Sequence.seq,1702597,1703343,-,747,1,0,1,4,2,1,0,2,0,0,0
TK1894,TS559_Genomic_Sequence.seq,1703362,1703625,-,264,0,0,0,0,0,0,0,0,0,0,0
TK1895,TS559_Genomic_Sequence.seq,1703740,1704513,-,774,3,1,3,22,7,1,2,0,7,0,0
TK1896,TS559_Genomic_Sequence.seq,1704629,1705357,+,729,0,0,0,1,2,0,0,0,1,0,0
TK1897,TS559_Genomic_Sequence.seq,1705368,1705751,+,384,0,0,0,1,1,0,0,0,0,0,0
TK1898,TS559_Genomic_Sequence.seq,1705748,1706506,-,759,0,0,3,2,2,0,2,0,2,0,0
TK1899,TS559_Genomic_Sequence.seq,1706541,1709051,-,2511,2,2,8,60,36,6,7,5,18,2,0
TK1900,TS559_Genomic_Sequence.seq,1709228,1710259,-,1032,0,1,2,1,1,0,0,1,3,0,0
TK1901,TS559_Genomic_Sequence.seq,1711167,1712414,+,1248,0,0,1,6,3,0,1,2,0,0,0
TK1902,TS559_Genomic_Sequence.seq,1712414,1714621,+,2208,1,0,3,16,3,1,2,3,3,1,0
TK1903,TS559_Genomic_Sequence.seq,1714622,1720018,+,5397,1,1,2,20,8,0,4,5,18,0,1
TK1904,TS559_Genomic_Sequence.seq,1720094,1720780,+,687,1,2,3,1,4,0,1,0,6,0,0
TK1905,TS559_Genomic_Sequence.seq,1720839,1721810,+,972,0,0,0,0,1,0,0,0,0,0,0
TK1906,TS559_Genomic_Sequence.seq,1722555,1723133,-,579,0,0,0,0,1,0,0,0,0,0,0
TK1907,TS559_Genomic_Sequence.seq,1723596,1724234,+,639,0,0,0,0,0,0,0,0,0,0,0
TK1908,TS559_Genomic_Sequence.seq,1724231,1724980,-,750,0,0,2,1,1,0,0,0,1,0,0
TK1909,TS559_Genomic_Sequence.seq,1726338,1727396,+,1059,0,1,1,7,7,1,0,1,1,1,0
TK1910,TS559_Genomic_Sequence.seq,1727448,1728161,+,714,4,0,7,41,43,11,7,4,7,1,0
TK1911,TS559_Genomic_Sequence.seq,1728158,1728601,+,444,7,1,11,39,45,3,2,3,9,1,0
TK1912,TS559_Genomic_Sequence.seq,1728644,1730329,+,1686,3,1,6,11,28,4,5,1,14,1,1
TK1913,TS559_Genomic_Sequence.seq,1730319,1730654,-,336,0,0,2,2,5,1,0,1,2,0,0
TK1914,TS559_Genomic_Sequence.seq,1730706,1731356,-,651,0,0,2,2,0,0,0,0,1,0,0
TK1915,TS559_Genomic_Sequence.seq,1731372,1731485,-,114,0,0,1,3,0,0,0,0,1,0,0
TK1916,TS559_Genomic_Sequence.seq,1731847,1732641,+,795,1,0,0,4,5,0,0,0,3,0,0
TK1917,TS559_Genomic_Sequence.seq,1732629,1733420,-,792,0,0,3,3,3,0,0,0,2,0,0
TK1918,TS559_Genomic_Sequence.seq,1733514,1734167,+,654,0,0,0,1,0,0,0,0,0,0,0
TK1919,TS559_Genomic_Sequence.seq,1734187,1734894,+,708,0,0,0,0,0,0,0,0,0,0,0
TK1920,TS559_Genomic_Sequence.seq,1734878,1735270,+,393,0,0,0,0,0,0,0,0,0,0,0
TK1921,TS559_Genomic_Sequence.seq,1735267,1735710,-,444,0,0,0,0,0,0,0,0,1,0,0
TK1922,TS559_Genomic_Sequence.seq,1735641,1735997,-,357,0,0,0,0,0,0,0,0,1,0,0
TK1923,TS559_Genomic_Sequence.seq,1735994,1736788,-,795,0,0,0,0,0,0,0,0,1,0,0
TK1924,TS559_Genomic_Sequence.seq,1736788,1737144,-,357,0,0,0,0,0,0,0,0,0,0,0
TK1925,TS559_Genomic_Sequence.seq,1737151,1737873,-,723,0,0,0,0,1,0,0,0,0,0,0
TK1926,TS559_Genomic_Sequence.seq,1737876,1738217,-,342,0,0,0,0,0,0,1,0,0,0,0
TK1927,TS559_Genomic_Sequence.seq,1738309,1738923,-,615,0,0,0,1,0,0,0,0,0,0,0
TK1928,TS559_Genomic_Sequence.seq,1739175,1740200,+,1026,0,0,0,2,6,0,0,0,1,0,0
TK1929,TS559_Genomic_Sequence.seq,1740300,1742078,+,1779,1,0,16,12,19,4,0,1,18,2,1
TK1930,TS559_Genomic_Sequence.seq,1742068,1742322,-,255,0,0,3,0,0,1,0,0,0,0,0
TK1931,TS559_Genomic_Sequence.seq,1742312,1742617,-,306,0,0,0,0,1,0,0,0,0,0,0
TK1932,TS559_Genomic_Sequence.seq,1742619,1743965,-,1347,0,0,3,3,8,2,1,1,5,0,0
TK1933,TS559_Genomic_Sequence.seq,1744045,1744674,+,630,0,0,0,0,0,0,0,0,1,0,0
TK1934,TS559_Genomic_Sequence.seq,1744713,1745642,+,930,0,0,0,1,1,0,0,0,2,0,0
TK1935,TS559_Genomic_Sequence.seq,1745682,1747034,+,1353,0,0,0,4,2,2,1,1,0,0,0
TK1936,TS559_Genomic_Sequence.seq,1747031,1747699,-,669,0,0,0,0,0,0,0,0,0,0,0
TK1937,TS559_Genomic_Sequence.seq,1747683,1748132,-,450,0,0,0,0,0,0,0,0,0,0,0
TK1938,TS559_Genomic_Sequence.seq,1748129,1748827,-,699,0,0,0,0,0,0,0,0,0,0,0
TK1939,TS559_Genomic_Sequence.seq,1748790,1749890,-,1101,0,0,0,0,0,1,0,0,1,0,0
TK1940,TS559_Genomic_Sequence.seq,1750091,1751167,-,1077,0,0,1,3,7,0,0,0,4,0,0
TK1941,TS559_Genomic_Sequence.seq,1751169,1751810,-,642,0,0,1,2,3,0,0,0,2,0,0
TK1942,TS559_Genomic_Sequence.seq,1751842,1753665,-,1824,0,0,1,2,0,0,1,0,1,0,0
TK1943,TS559_Genomic_Sequence.seq,1753818,1754474,-,657,0,0,1,0,1,0,0,0,0,0,0
TK1944,TS559_Genomic_Sequence.seq,1754507,1755283,-,777,0,0,0,1,1,0,0,0,0,0,0
TK1945,TS559_Genomic_Sequence.seq,1755403,1755825,-,423,0,0,1,9,10,0,1,2,7,0,1
TK1946,TS559_Genomic_Sequence.seq,1755868,1757100,-,1233,5,3,11,43,35,4,15,3,28,0,0
TK1947,TS559_Genomic_Sequence.seq,1757244,1757636,-,393,0,0,0,0,1,0,0,0,1,0,0
TK1948,TS559_Genomic_Sequence.seq,1757773,1758183,-,411,0,0,1,1,0,1,0,0,3,0,0
TK1949,TS559_Genomic_Sequence.seq,1758401,1758952,-,552,0,0,0,0,1,0,0,0,0,0,0
TK1950,TS559_Genomic_Sequence.seq,1759026,1760306,-,1281,0,0,0,0,0,0,0,0,1,0,0
TK1951,TS559_Genomic_Sequence.seq,1760540,1760917,-,378,2,1,7,6,5,0,6,3,7,1,1
TK1952,TS559_Genomic_Sequence.seq,1761050,1761220,+,171,0,0,0,3,3,0,0,0,3,0,0
TK1953,TS559_Genomic_Sequence.seq,1761217,1761867,-,651,2,0,0,8,9,1,0,0,3,0,0
TK1954,TS559_Genomic_Sequence.seq,1761964,1762515,+,552,0,0,2,5,5,0,1,1,4,0,0
TK1955,TS559_Genomic_Sequence.seq,1762510,1762974,-,465,0,1,0,0,1,0,0,0,1,0,0
TK1956,TS559_Genomic_Sequence.seq,1763123,1764178,+,1056,2,0,4,18,9,2,2,2,8,0,0
TK1957,TS559_Genomic_Sequence.seq,1764223,1765056,+,834,1,3,1,29,18,1,9,4,8,0,0
TK1958,TS559_Genomic_Sequence.seq,1765062,1765442,+,381,0,1,3,11,6,2,0,1,2,0,0
TK1959,TS559_Genomic_Sequence.seq,1765453,1766259,-,807,4,1,8,31,28,3,0,0,8,0,1
TK1960,TS559_Genomic_Sequence.seq,1766256,1766633,-,378,1,0,4,15,13,6,3,0,7,0,1
TK1961,TS559_Genomic_Sequence.seq,1766644,1767714,-,1071,6,2,5,35,33,10,5,1,11,0,3
TK1962,TS559_Genomic_Sequence.seq,1767842,1768426,-,585,0,0,3,3,1,0,1,1,2,0,0
TK1963,TS559_Genomic_Sequence.seq,1769265,1770542,+,1278,0,0,3,20,8,3,3,2,0,0,1
TK1964,TS559_Genomic_Sequence.seq,1770517,1771035,-,519,0,0,0,14,4,0,4,4,1,0,0
TK1965,TS559_Genomic_Sequence.seq,1771026,1771886,-,861,2,1,1,24,7,1,3,4,0,0,0
TK1966,TS559_Genomic_Sequence.seq,1771944,1772858,-,915,1,0,6,15,14,3,1,0,10,0,1
TK1967,TS559_Genomic_Sequence.seq,1772862,1773509,-,648,0,0,3,4,8,2,0,0,0,0,0
TK1968,TS559_Genomic_Sequence.seq,1773512,1774441,-,930,0,0,0,8,7,1,2,1,3,1,1
TK1969,TS559_Genomic_Sequence.seq,1774446,1774913,-,468,2,0,2,5,2,1,1,1,2,0,0
TK1970,TS559_Genomic_Sequence.seq,1774959,1775666,+,708,1,0,2,3,3,0,1,0,1,0,0
TK1971,TS559_Genomic_Sequence.seq,1775660,1776184,+,525,0,0,1,3,0,1,0,0,1,0,0
TK1972,TS559_Genomic_Sequence.seq,1776172,1777203,+,1032,2,1,5,33,18,1,7,4,6,3,0
TK1973,TS559_Genomic_Sequence.seq,1777592,1777927,+,336,1,0,1,3,8,1,0,1,5,0,0
TK1974,TS559_Genomic_Sequence.seq,1777931,1778287,-,357,3,0,6,13,12,2,0,1,13,0,0
TK1975,TS559_Genomic_Sequence.seq,1778352,1779890,-,1539,0,0,0,3,2,0,1,0,1,0,0
TK1976,TS559_Genomic_Sequence.seq,1779973,1781301,+,1329,1,0,3,8,13,1,0,0,3,0,0
TK1977,TS559_Genomic_Sequence.seq,1781239,1782201,-,963,0,0,0,2,3,0,0,0,3,0,0
TK1978,TS559_Genomic_Sequence.seq,1782410,1782967,+,558,3,2,12,25,23,5,10,2,46,0,0
TK1979,TS559_Genomic_Sequence.seq,1783009,1783326,+,318,4,2,6,18,21,3,2,2,7,0,0
TK1980,TS559_Genomic_Sequence.seq,1783337,1784524,+,1188,22,6,36,129,106,23,20,21,130,4,1
TK1981,TS559_Genomic_Sequence.seq,1784530,1785465,+,936,8,6,11,33,44,12,14,10,49,4,1
TK1982,TS559_Genomic_Sequence.seq,1785529,1785846,+,318,3,3,3,14,18,1,4,3,18,0,0
TK1983,TS559_Genomic_Sequence.seq,1785858,1787042,+,1185,23,4,45,157,124,34,43,22,221,6,2
TK1984,TS559_Genomic_Sequence.seq,1787053,1788048,+,996,6,5,19,84,75,34,28,8,153,5,3
TK1985,TS559_Genomic_Sequence.seq,1788123,1789070,+,948,0,1,0,2,1,0,0,0,1,0,0
TK1986,TS559_Genomic_Sequence.seq,1789078,1789941,+,864,0,0,1,0,1,0,0,0,1,0,0
TK1987,TS559_Genomic_Sequence.seq,1789946,1790332,+,387,0,0,0,0,0,0,0,0,0,0,0
TK1988,TS559_Genomic_Sequence.seq,1790357,1791142,+,786,0,0,0,0,0,0,0,0,1,0,0
TK1989,TS559_Genomic_Sequence.seq,1791165,1791701,+,537,2,0,1,0,4,4,0,1,1,1,0
TK1990,TS559_Genomic_Sequence.seq,1791698,1792897,-,1200,2,1,6,5,20,3,2,1,2,0,0
TK1991,TS559_Genomic_Sequence.seq,1792894,1793187,-,294,0,0,1,1,8,0,0,0,2,0,0
TK1992,TS559_Genomic_Sequence.seq,1793337,1794497,+,1161,1,0,0,0,4,0,0,1,3,1,0
TK1993,TS559_Genomic_Sequence.seq,1794502,1795518,-,1017,1,0,3,0,8,0,0,0,5,0,0
TK1994,TS559_Genomic_Sequence.seq,1795608,1795934,-,327,0,0,1,1,0,0,0,0,6,0,0
TK1995,TS559_Genomic_Sequence.seq,1795934,1796260,-,327,0,0,2,1,0,0,0,0,2,0,0
TK1996,TS559_Genomic_Sequence.seq,1796247,1796489,-,243,1,0,1,0,7,1,0,0,1,0,0
TK1997,TS559_Genomic_Sequence.seq,1796531,1798849,-,2319,4,0,17,3,65,20,0,1,24,0,1
TK1998,TS559_Genomic_Sequence.seq,1799059,1799670,-,612,0,3,2,4,4,0,5,0,0,0,0
TK1999,TS559_Genomic_Sequence.seq,1799974,1800498,+,525,17,12,35,61,64,11,14,7,10,0,0
TK2000,TS559_Genomic_Sequence.seq,1800618,1801736,-,1119,6,0,22,18,59,4,3,1,24,0,2
TK2001,TS559_Genomic_Sequence.seq,1801736,1801963,-,228,0,0,5,11,16,0,0,0,6,0,2
TK2002,TS559_Genomic_Sequence.seq,1802048,1802653,+,606,0,0,2,1,1,0,2,0,0,0,0
TK2003,TS559_Genomic_Sequence.seq,1802690,1802908,-,219,0,0,2,0,2,0,0,0,0,0,0
TK2004,TS559_Genomic_Sequence.seq,1802944,1803420,-,477,0,1,2,3,5,1,0,1,1,0,0
TK2005,TS559_Genomic_Sequence.seq,1803424,1803942,-,519,0,0,6,10,8,3,2,0,5,0,1
TK2006,TS559_Genomic_Sequence.seq,1803894,1804226,-,333,0,0,9,6,5,3,1,3,5,1,0
TK2007,TS559_Genomic_Sequence.seq,1804284,1805030,-,747,8,1,9,29,41,7,4,2,17,0,1
TK2008,TS559_Genomic_Sequence.seq,1805027,1805446,-,420,5,0,3,12,20,2,0,1,12,0,0
TK2009,TS559_Genomic_Sequence.seq,1805564,1806457,+,894,0,0,2,3,7,0,1,0,2,0,0
TK2010,TS559_Genomic_Sequence.seq,1806450,1806620,+,171,0,0,1,1,1,0,0,0,1,0,0
TK2011,TS559_Genomic_Sequence.seq,1806622,1806777,+,156,0,0,1,0,0,0,1,0,0,0,0
TK2012,TS559_Genomic_Sequence.seq,1806767,1807183,-,417,0,0,1,0,0,0,0,0,0,0,0
TK2013,TS559_Genomic_Sequence.seq,1807409,1809991,+,2583,4,0,5,7,7,3,1,3,1,0,0
TK2014,TS559_Genomic_Sequence.seq,1810126,1810860,+,735,0,0,0,0,0,0,0,0,0,0,0
TK2015,TS559_Genomic_Sequence.seq,1810891,1811883,-,993,0,0,0,0,1,0,0,0,0,0,0
TK2016,TS559_Genomic_Sequence.seq,1812011,1812400,-,390,1,0,0,2,3,0,0,0,2,0,0
TK2017,TS559_Genomic_Sequence.seq,1812514,1812933,-,420,0,0,0,0,0,0,0,0,0,0,0
TK2018,TS559_Genomic_Sequence.seq,1813202,1814335,+,1134,1,0,0,1,1,0,0,2,5,1,0
TK2019,TS559_Genomic_Sequence.seq,1814341,1815375,+,1035,0,0,0,3,4,0,0,0,4,0,0
TK2020,TS559_Genomic_Sequence.seq,1815372,1816118,+,747,0,0,1,3,0,0,0,0,1,0,0
TK2021,TS559_Genomic_Sequence.seq,1816201,1817088,+,888,2,1,6,36,20,4,10,4,7,2,1
TK2022,TS559_Genomic_Sequence.seq,1817218,1818582,+,1365,0,0,0,4,7,0,0,0,0,0,0
TK2023,TS559_Genomic_Sequence.seq,1818560,1819300,-,741,5,5,10,32,34,4,7,10,8,0,2
TK2024,TS559_Genomic_Sequence.seq,1819334,1819891,-,558,3,2,5,12,10,1,3,3,5,1,0
TK2025,TS559_Genomic_Sequence.seq,1820032,1820316,-,285,2,1,0,2,3,1,0,0,3,0,0
TK2026,TS559_Genomic_Sequence.seq,1820478,1821446,+,969,1,0,3,3,3,1,0,0,0,0,0
TK2027,TS559_Genomic_Sequence.seq,1821476,1822243,+,768,0,0,2,0,3,0,0,0,3,0,0
TK2028,TS559_Genomic_Sequence.seq,1822230,1823048,+,819,0,0,2,3,1,0,0,0,2,0,0
TK2029,TS559_Genomic_Sequence.seq,1823035,1823919,-,885,1,0,4,9,1,0,1,1,2,0,0
TK2030,TS559_Genomic_Sequence.seq,1824021,1824524,+,504,0,0,0,0,2,0,0,0,0,0,0
TK2031,TS559_Genomic_Sequence.seq,1824599,1824874,-,276,0,0,1,2,3,0,0,0,1,0,0
TK2032,TS559_Genomic_Sequence.seq,1824945,1825259,+,315,0,0,3,3,10,1,0,1,3,0,0
TK2033,TS559_Genomic_Sequence.seq,1825256,1825843,+,588,0,0,3,3,8,0,0,0,6,0,0
TK2034,TS559_Genomic_Sequence.seq,1825936,1826772,-,837,1,2,1,1,3,0,2,1,4,0,0
TK2035,TS559_Genomic_Sequence.seq,1826875,1828071,+,1197,4,3,6,17,21,5,7,1,10,0,0
TK2036,TS559_Genomic_Sequence.seq,1828104,1828931,+,828,1,1,1,3,3,1,1,2,0,0,0
TK2037,TS559_Genomic_Sequence.seq,1828994,1829488,-,495,0,0,1,6,6,1,0,0,1,0,0
TK2038,TS559_Genomic_Sequence.seq,1829449,1830018,-,570,0,1,1,5,4,1,1,0,1,0,0
TK2039,TS559_Genomic_Sequence.seq,1830075,1831145,+,1071,1,0,5,3,4,0,1,0,1,0,0
TK2040,TS559_Genomic_Sequence.seq,1831150,1832082,+,933,1,0,9,6,10,3,2,2,5,0,0
TK2041,TS559_Genomic_Sequence.seq,1832079,1832531,-,453,1,1,3,14,11,0,0,0,7,0,0
TK2042,TS559_Genomic_Sequence.seq,1832528,1833229,-,702,1,0,4,5,7,3,2,1,4,0,0
TK2043,TS559_Genomic_Sequence.seq,1833365,1833976,+,612,0,0,1,1,2,0,0,0,0,0,0
TK2044,TS559_Genomic_Sequence.seq,1833963,1834574,+,612,0,0,1,0,4,0,0,0,0,0,0
TK2045,TS559_Genomic_Sequence.seq,1834612,1835484,+,873,2,0,2,6,7,0,0,0,1,0,1
TK2046,TS559_Genomic_Sequence.seq,1835481,1836881,-,1401,0,1,1,3,5,0,0,0,9,0,0
TK2047,TS559_Genomic_Sequence.seq,1836888,1838216,-,1329,0,1,0,2,3,2,0,1,12,0,1
TK2048,TS559_Genomic_Sequence.seq,1838216,1841194,-,2979,0,1,2,6,9,1,2,1,20,0,1
TK2049,TS559_Genomic_Sequence.seq,1841369,1843237,-,1869,0,1,1,24,12,0,8,4,13,0,0
TK2050,TS559_Genomic_Sequence.seq,1843320,1843646,+,327,0,0,2,2,1,1,2,0,1,0,0
TK2051,TS559_Genomic_Sequence.seq,1843614,1844264,-,651,1,0,2,2,2,1,2,0,1,0,0
TK2052,TS559_Genomic_Sequence.seq,1844314,1844541,+,228,1,0,5,3,6,0,2,0,1,0,0
TK2053,TS559_Genomic_Sequence.seq,1844640,1845557,-,918,0,0,1,0,3,0,0,0,2,0,0
TK2054,TS559_Genomic_Sequence.seq,1845564,1846484,-,921,0,0,0,0,1,0,0,0,2,0,0
TK2055,TS559_Genomic_Sequence.seq,1846490,1848037,-,1548,0,0,0,0,0,0,0,0,0,0,0
TK2056,TS559_Genomic_Sequence.seq,1848034,1849266,-,1233,0,1,0,0,0,0,0,0,0,0,0
TK2057,TS559_Genomic_Sequence.seq,1849562,1850746,-,1185,0,0,0,2,1,0,0,0,2,0,0
TK2058,TS559_Genomic_Sequence.seq,1850743,1851756,-,1014,0,0,1,0,2,1,1,0,1,0,0
TK2059,TS559_Genomic_Sequence.seq,1851810,1852157,-,348,0,0,1,2,2,0,0,0,2,0,0
TK2060,TS559_Genomic_Sequence.seq,1852306,1852980,-,675,0,0,0,0,0,0,0,0,0,0,1
TK2061,TS559_Genomic_Sequence.seq,1852985,1854205,-,1221,0,1,0,0,1,2,0,0,1,0,0
TK2062,TS559_Genomic_Sequence.seq,1854301,1855950,-,1650,1,0,1,3,4,0,1,2,3,0,0
TK2063,TS559_Genomic_Sequence.seq,1856029,1856385,+,357,1,0,1,0,0,0,0,0,3,0,0
TK2064,TS559_Genomic_Sequence.seq,1856390,1857673,-,1284,1,2,2,2,11,1,2,0,6,0,0
TK2065,TS559_Genomic_Sequence.seq,1857753,1857971,-,219,29,6,97,243,288,4,16,9,36,1,1
TK2066,TS559_Genomic_Sequence.seq,1858068,1858514,-,447,0,0,1,6,5,1,0,1,0,0,0
